link,status,host,participants,spots,HP,HPperspot,time,days
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6813d63d6e1929a44c0cd327,Dead,M A T T Y,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68142190695ea29b170cb44d,Defeat,Jay Bosco,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6818ec1d147fdffdd5036a2c,Open,Dancing Pinata,5.0,25.0,463386138.0,18535445.52,272859.0,3:03:47:39
