link,status,host,participants,spots,HP,HPperspot,time,days
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838fa84d87c229f060d989d,Dead,David ELITE,24.0,6.0,93586993.0,15597832.166666666,315138.0,3:15:32:18
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a1435bd2036bd8d059dcd,Dead,Cult member 83,18.0,12.0,187365151.0,15613762.583333334,262619.0,3:00:56:59
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839e8703baf10eb4504bede,Dead,Ali The 1st Duchess of 8itchiness,9.0,21.0,328668275.0,15650870.23809524,342169.0,3:23:02:49
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838e5adf513982b430c9854,Dead,H I T,16.0,14.0,222215762.0,15872554.42857143,185186.0,2:03:26:26
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839e887e15436b92302b12d,Dead,John Wick the Quick,12.0,18.0,286166502.0,15898139.0,342189.0,3:23:03:09
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838902c0217d4c00105707a,Dead,Schoonheid Neef,20.0,10.0,159495222.0,15949522.2,343590.0,3:23:26:30
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68393b2c6bc4ada0b503e8b9,Dead,Paul Machine Gun Abbandando,9.0,21.0,335375302.0,15970252.476190476,331687.0,3:20:08:07
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839f0e108d133f90a0e3e18,Dead,M O N K,14.0,16.0,256422136.0,16026383.5,253592.0,2:22:26:32
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b4b54572e2dc2c900fbce,Dead,W I Z A R T,3.0,27.0,436117958.0,16152516.962962965,342250.0,3:23:04:10
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839c5b57c06816c9d041a4d,Dead,JC Greasy Enforcer,20.0,10.0,164514133.0,16451413.3,307849.0,3:13:30:49
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838880475ee7599030eed4a,Dead,Taf,19.0,11.0,181189723.0,16471793.0,323979.0,3:17:59:39
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a3dc1fbed9bb8e103a081,Dead,Glenn Peaky Blinders,5.0,25.0,412254366.0,16490174.64,338549.0,3:22:02:29
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838c9c4822818c5d600af90,Dead,Schoonheid Neef,14.0,16.0,265833612.0,16614600.75,330157.0,3:19:42:37
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838c618fa994618e009c52b,Dead,PutoSousa,13.0,17.0,282643528.0,16626089.88235294,329213.0,3:19:26:53
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683af287e907870f420bda02,Dead,Double Click,7.0,23.0,382655290.0,16637186.52173913,319540.0,3:16:45:40
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b2b79e1fd7a1d730892ba,Dead,JC Greasy Enforcer,7.0,23.0,382840966.0,16645259.391304348,334120.0,3:20:48:40
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a9e413d8032bf9909acef,Dead,Kiwi big bob,15.0,15.0,250406001.0,16693733.4,297972.0,3:10:46:12
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838cce7937c8ea19d00a3de,Dead,Mini Bomb,9.0,21.0,350578362.0,16694207.714285716,330943.0,3:19:55:43
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b2245d70a9a21120c6fba,Dead,Thane Dave of Elton,22.0,8.0,134885963.0,16860745.375,170605.0,1:23:23:25
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a950c287a39548e010b9a,Dead,DEATH SEEKER II,15.0,15.0,254241524.0,16949434.933333334,295613.0,3:10:06:53
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683885dc42b0f9020a0e9503,Dead,Bombastic,22.0,8.0,136215786.0,17026973.25,343582.0,3:23:26:22
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683dc897f4899d22200cb1d1,Dead,Rico Shifty Lackey Accardo,1.0,29.0,494652563.0,17056984.931034483,344253.0,3:23:37:33
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68395f13228016090b004907,Dead,Mini Bomb,9.0,21.0,359372697.0,17112985.57142857,340874.0,3:22:41:14
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683af1d0d403dbd8750e2670,Dead,Naughty Boy,3.0,27.0,462165078.0,17117225.111111112,319355.0,3:16:42:35
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838f97be96bb59f790439ce,Dead,Rico Ice Pick Corallo,16.0,14.0,241260671.0,17232905.07142857,213253.0,2:11:14:13
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68395a1ee2aceb92ee0c0b80,Dead,Cavei,27.0,3.0,51945504.0,17315168.0,280291.0,3:05:51:31
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683908de53c87656300ef467,Dead,OvErWaTcH,17.0,13.0,225948028.0,17380617.53846154,284917.0,3:07:08:37
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683da177f7cfce49c40e42e4,Dead,Cesare Three Finger Porrello,10.0,20.0,347995089.0,17399754.45,334235.0,3:20:50:35
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683885cc379e73a8690b9841,Dead,Schoonheid Neef,22.0,8.0,139313755.0,17414219.375,343556.0,3:23:25:56
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a9a9e80b5d2f8610bbb2d,Dead,Sonata,3.0,27.0,471657533.0,17468797.51851852,297013.0,3:10:30:13
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b3b5e6e88c2f5940052dd,Dead,Byte The Fookin Pillow,6.0,24.0,422415743.0,17600655.958333332,338167.0,3:21:56:07
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839bad7b497b19104050101,Dead,Labyrinth,13.0,17.0,300345244.0,17667367.29411765,330481.0,3:19:48:01
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838daa3fe0bbe70e50a70a6,Dead,Guess Who hahaahahahhaaaaaa,13.0,17.0,300383867.0,17669639.23529412,334465.0,3:20:54:25
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a5ac662ca2146b30ff14d,Dead,ACCOUNTS HUNTER,2.0,28.0,497571978.0,17770427.785714287,280688.0,3:05:58:08
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a2f4364350c973b0e1ebb,Dead,David ELITE,5.0,25.0,445334348.0,17813373.92,334848.0,3:21:00:48
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839d6a345c0d6f7b90c0634,Dead,Naughty Boy,12.0,18.0,321481728.0,17860096.0,312178.0,3:14:42:58
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b0c42d222233e2203dbe2,Dead,pares,6.0,24.0,429007789.0,17875324.541666668,326122.0,3:18:35:22
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683aed998f4f93533c07ea62,Dead,Bombastic,13.0,17.0,303887157.0,17875715.11764706,341282.0,3:22:48:02
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a447aae2b7c5b7407242d,Dead,Mighty Quinn,4.0,26.0,468491291.0,18018895.807692308,340263.0,3:22:31:03
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683977fe9b470ac6d4043656,Dead,Baby Kins,20.0,10.0,181446615.0,18144661.5,313364.0,3:15:02:44
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68388cc02fcf1a01d809d095,Dead,xBoBx,25.0,5.0,94438503.0,18887700.6,259088.0,2:23:58:08
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68389b0bc69182ae410352bb,Dead,Schoonheid Neef,30.0,0.0,24940985.0,19166256.3,335014.0,3:21:03:34
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838ec5658bdc10df704e8f2,Dead,Matigas,11.0,19.0,365834023.0,19254422.263157893,311486.0,3:14:31:26
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b3ba895c57bc271028513,Dead,DANCING QUEEN,22.0,8.0,155085296.0,19385662.0,338245.0,3:21:57:25
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683c834f0df4bd43b809107d,Dead,Jimmy Rusty Sausages Porrello,17.0,13.0,252084331.0,19391102.384615384,260978.0,3:00:29:38
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683894e1001f6fdadf0fc605,Dead,Glenn Peaky Blinders,26.0,4.0,77969975.0,19492493.75,340234.0,3:22:30:34
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839905c739caf031c0d4a9b,Dead,Kiwi big bob,10.0,20.0,390752245.0,19537612.25,294146.0,3:09:42:26
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838b66047f56ad88b0ceb90,Dead,Al Big Time Spilotro,25.0,5.0,99261318.0,19852263.6,263792.0,3:01:16:32
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68395f929473b427ce075794,Dead,Katalea and Baba Jaga,24.0,6.0,120148385.0,20024730.83333333,281688.0,3:06:14:48
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68389bb3c1c1d02f6f03e193,Dead,Bombastic,28.0,2.0,40114683.0,20057341.5,342002.0,3:23:00:02
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683898b031e1c2dc4c052513,Dead,Cristiano Bullet Tooth Biondo,30.0,0.0,24784609.0,20612955.58333333,317628.0,3:16:13:48
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b3d09bbd04b537f0af4df,Dead,Desperado,21.0,9.0,187334166.0,20814907.33333333,338600.0,3:22:03:20
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838a1e2859f2312ae086dcc,Dead,Mighty Quinn,30.0,0.0,24880109.0,20943686.5,319980.0,3:16:53:00
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68392f9348edb44e1b067c05,Dead,TheMike,25.0,5.0,104791691.0,20958338.2,269409.0,3:02:50:09
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838aac3f2f250a907077bb6,Dead,nynaeve,30.0,0.0,69796201.0,20993681.285714287,266770.0,3:02:06:10
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838bac374ae1d4d52005cc5,Dead,Paul Machine Gun Abbandando,30.0,0.0,8601219.0,21822633.0,328612.0,3:19:16:52
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683884a4d1c18ea67208bbe9,Dead,PutoSousa,30.0,0.0,11514839.0,21875376.666666668,341851.0,3:22:57:31
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683a6a3f9e344a57d405053a,Dead,Mrwick7,16.0,14.0,308158599.0,22011328.5,284641.0,3:07:04:01
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839a0d48389a85085053922,Dead,top10statues,17.0,13.0,293247303.0,22557484.846153848,233081.0,2:16:44:41
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838952cfeb7e76f6d087fa1,Dead,Desperado,30.0,0.0,15737303.0,23366706.166666668,333558.0,3:20:39:18
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68389e09f3417ca5160cdb79,Dead,Mini Bomb,30.0,0.0,21743353.0,25913084.6,335774.0,3:21:16:14
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683887dc216ebe0f36071be3,Dead,Freddie foreman brown bread fred,30.0,0.0,42965790.0,26847115.666666668,336884.0,3:21:34:44
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68388d9745b6fac3c30274b5,Dead,Thane Dave of Elton,30.0,0.0,37950503.0,27247129.90909091,253405.0,2:22:23:25
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68390b56a595ee72a3031bdb,Dead,SlowPoke,26.0,4.0,120664410.0,30166102.5,319420.0,3:16:43:40
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68388a43ac2bd7a46107830b,Dead,JC Greasy Enforcer,30.0,0.0,17859988.0,33920037.0,330760.0,3:19:52:40
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68389f1ad53b9802a303cce8,Dead,Zippy Too Tall Ferrari,22.0,8.0,315301572.0,39412696.5,5947.0,0:01:39:07
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839e9d24a14892bca057dcf,Dead,Desperado,28.0,2.0,82422945.0,41211472.5,342496.0,3:23:08:16
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838877a4ccb0ce03e09cd9d,Dead,A B R A M O V I C H,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/68388f4e107273989f09f0f2,Dead,Bombastic,30.0,0.0,17127960.0,,344578.0,3:23:42:58
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838e7c2a4dd3e10430c75e4,Dead,Dis,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6838f61f719af12b1d050a6b,Dead,TATTOOEDCOP,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683908cf226a8de5cd04d322,Dead,Craig the Wrench,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/6839416c4f0032262e07a9c6,Dead,Bombastic,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683acfa3d908726f45075c0a,Dead,capriciosa ruud nl,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b554f9cce5075890a82db,Dead,Rrocko,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683b67e91ec43f57c209d2c5,Dead,PutoSousa,,,,,,
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683df28f5f2c749ce303a7d6,Open,pares,20.0,10.0,69670189.0,6967018.9,79706.0,0:22:08:26
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683dd965d069a861ad0d1dfb,Open,Pig Pen,23.0,7.0,55897927.0,7985418.142857143,73261.0,0:20:21:01
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683dd9348296d6367d0e6ca7,Open,Bella Shifty Knuckles Napolitano,26.0,4.0,32793906.0,8198476.5,73211.0,0:20:20:11
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683dd58e2d13f4203c0a1f8f,Open,Nicolina Mad Face Lucchese,7.0,23.0,339342199.0,14754008.652173912,72274.0,0:20:04:34
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683ddf4916ca74d82e0be973,Open,Ottavia Fat Fingers Tamasulo,10.0,20.0,311419755.0,15570987.75,74763.0,0:20:46:03
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683dc4d4e116879a05091897,Open,Anthony Fat Mugs Castagna,7.0,23.0,360821921.0,15687909.608695652,67988.0,0:18:53:08
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683dde020551d2f1350b4030,Open,Caprice Tally Tall Gioelli,9.0,21.0,355662408.0,16936305.14285714,74432.0,0:20:40:32
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683df231d1d9a1e3c006acd5,Open,M A T T Y,17.0,13.0,223019970.0,17155382.307692308,79598.0,0:22:06:38
https://www.kanoplay.com/la_cosa_nostra/boss/raid/683de709a264b106d10cbcb9,Open,The Razors Edge,12.0,18.0,392666112.0,21814784.0,76740.0,0:21:19:00
